brand,model,car_type,img_url,price,drive,hp,weight,torque,w_kg
Chevrolet,Corvette Convertible (C1 ) '54,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1026.jpg,100000,FR,150,1309,302,86 to ? W/Kg
Chevrolet,Corvette Coupe (C2) '63,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1029.jpg,84890,FR,249,1370,474,136 to ? W/Kg
Chevrolet,Corvette Coupe (C2) 15th Anniversary Edition '63,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1164.jpg,84890,FR,276,1370,,150 to ? W/Kg
Chevrolet,Corvette GRAND SPORT (C4) '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1037.jpg,45900,FR,330,1496,461,164 to ? W/Kg
Chevrolet,Corvette StingRay Racer Concept '59,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1039.jpg,500000,FR,305,1150,400,197 to ? W/Kg
Chevrolet,Corvette Stingray (C7) '14,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1046.jpg,51000,FR,440,1500,623,219 to 558 W/Kg
Chevrolet,Corvette Stingray (C7) 15th Anniversary Edition '14,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1163.jpg,65000,FR,493,1500,,245 to ? W/Kg
Chevrolet,Corvette Stingray Convertible (C3) '69,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1034.jpg,50000,FR,300,1552,515,144 to ? W/Kg
Chevrolet,Corvette Stingray Gran Turismo Concept '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1237.jpg,65000,FR,454,1500,623,225 to 555 W/Kg
Chevrolet,Corvette Stingray L46 350 (C3) '69,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1036.jpg,71500,FR,350,1490,515,175 to ? W/Kg
Chevrolet,Corvette Z06 (C2) Race Car '63,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1051.jpg,750000,FR,582,1168,,372 to ? W/Kg
Chevrolet,Corvette Z06 (C5) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1044.jpg,53570,FR,380,1409,485,201 to ? W/Kg
Chevrolet,Corvette Z06 (C5) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1045.jpg,54200,FR,405,1414,542,214 to ? W/Kg
Chevrolet,Corvette Z06 (C6) '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1049.jpg,94500,FR,504,1421,636,265 to ? W/Kg
Chevrolet,Corvette Z06 (C6) LM Race Car '06,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1055.jpg,264500,FR,637,1090,,436 to ? W/Kg
Chevrolet,Corvette ZR-1 (C4) '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1041.jpg,82000,FR,375,1600,503,174 to ? W/Kg
Chevrolet,Corvette ZR1 (C6) '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1050.jpg,184800,FR,638,1508,818,316 to 649 W/Kg
Chevrolet,Corvette ZR1 (C6) LM Race Car '09,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1061.jpg,385000,FR,793,1100,,537 to 715 W/Kg
Chevrolet,El Camino SS 396 '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1033.jpg,30000,FR,325,1468,555,166 to ? W/Kg
Chevrolet,Nova SS '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1038.jpg,65000,FR,375,1590,563,175 to ? W/Kg
Chevrolet,SSR '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1027.jpg,44560,FR,290,2248,440,96 to ? W/Kg
Chevrolet,Silverado SST '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1040.jpg,95000,FR,480,2268,644,158 to ? W/Kg
Chrysler,300C '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1065.jpg,34780,FR,340,1878,528,135 to ? W/Kg
Chrysler,Crossfire '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1063.jpg,35670,FR,215,1361,310,118 to ? W/Kg
Chrysler,PT Cruiser '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1062.jpg,16390,FF,150,1270,226,88 to ? W/Kg
Chrysler,Prowler '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1064.jpg,47430,FR,249,1287,346,145 to 316 W/Kg
Citroën,2CV Type A '54,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0098.jpg,21000,FF,12,495,30,18 to 101 W/Kg
Citroën,C3 1.6 '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0099.jpg,18130,FF,108,1063,150,76 to ? W/Kg
Citroën,C4 Coupe 2.0VTS '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0102.jpg,31900,FF,177,1330,206,99 to ? W/Kg
Citroën,C4 WRC '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0105.jpg,850000,4WD,315,1230,568,191 to 327 W/Kg
Citroën,C5 V6 Exclusive '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0103.jpg,42830,FF,207,1540,294,100 to ? W/Kg
Citroën,GT by Citroën Concept '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0108.jpg,1450000,4WD,779,1400,,415 to 456 W/Kg
Citroën,GT by Citroën Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0107.jpg,2250000,MR,582,1200,,362 to ? W/Kg
Citroën,GT by Citroën Road Car,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0106.jpg,1450000,MR,485,1450,,250 to 534 W/Kg
Citroën,Xantia 3.0i V6 Exclusive '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0101.jpg,30370,FF,194,1496,267,97 to ? W/Kg
Citroën,Xsara Rally Car '99,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0104.jpg,150000,FF,295,960,250,229 to 334 W/Kg
Citroën,Xsara VTR '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0100.jpg,21850,FF,106,1180,147,67 to ? W/Kg
Cizeta,V16T '94,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0109.jpg,636660,MR,560,1640,735,255 to ? W/Kg
Cizeta,V16T 15th Anniversary Edition '94,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1165.jpg,636660,MR,611,1570,,290 to 440 W/Kg
DMC,DeLorean S2 '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1068.jpg,525000,RR,197,1288,262,114 to ? W/Kg
Daihatsu,Copen Active Top '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0334.jpg,15000,FF,63,830,110,57 to ? W/Kg
Daihatsu,Copen Detachable Top '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0337.jpg,14980,FF,63,800,110,59 to ? W/Kg
Daihatsu,Cuore TR-XX Avanzato R (J) '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0339.jpg,11140,FF,63,700,100,67 to ? W/Kg
Daihatsu,MIRA TR-XX Avanzato R '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0338.jpg,11140,FF,63,700,100,67 to ? W/Kg
Daihatsu,MOVE CX '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0332.jpg,10690,FF,54,740,61,54 to ? W/Kg
Daihatsu,MOVE Custom RS Limited '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0331.jpg,15720,4WD,63,920,103,51 to ? W/Kg
Daihatsu,MOVE SR-XX 2WD '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0335.jpg,11590,FF,63,760,100,62 to ? W/Kg
Daihatsu,MOVE SR-XX 4WD '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0333.jpg,12590,4WD,63,810,105,58 to ? W/Kg
Daihatsu,Midget II D type '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0328.jpg,5740,FR,31,570,50,40 to 192 W/Kg
Daihatsu,OFC-1 '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0336.jpg,30000,FF,63,820,103,57 to ? W/Kg
Daihatsu,SIRION CX 2WD (J) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0330.jpg,10380,FF,59,840,94,52 to ? W/Kg
Daihatsu,SIRION CX 4WD (J) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0327.jpg,11830,4WD,59,890,94,49 to ? W/Kg
Daihatsu,SIRION X4 (J) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0341.jpg,13900,4WD,118,840,127,105 to 350 W/Kg
Daihatsu,STORIA CX 2WD '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0329.jpg,10380,FF,59,840,94,52 to ? W/Kg
Daihatsu,STORIA CX 4WD '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0326.jpg,11830,4WD,59,890,94,49 to ? W/Kg
Daihatsu,STORIA X4 '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0340.jpg,13900,4WD,118,840,127,105 to 350 W/Kg
DeltaWing,2013 DeltaWing,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1067.jpg,2000000,MR,344,490,,524 to 686 W/Kg
DeltaWing,sponsored by Nissan at LeMans 2012,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1066.jpg,2000000,MR,300,475,310,472 to ? W/Kg
Dodge,Challenger R/T '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1071.jpg,75000,FR,425,1724,664,184 to 424 W/Kg
Dodge,Challenger R/T Race Car '70,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1072.jpg,175000,FR,584,1260,,345 to 487 W/Kg
Dodge,Charger 440 R/T '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1069.jpg,75500,FR,375,1650,651,169 to 475 W/Kg
Dodge,Charger Super Bee 426 Hemi '71,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1070.jpg,80000,FR,425,1841,650,172 to ? W/Kg
Dome,-ZERO '78,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0342.jpg,500000,MR,143,920,,116 to ? W/Kg
Eagle,Talon Esi '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1073.jpg,15740,FF,138,1252,181,82 to ? W/Kg
Ferrari,250 GT Berlinetta passo corto CN.2521 '61,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0111.jpg,7500000,FR,267,960,,207 to ? W/Kg
Ferrari,250 GTO CN.3729GT '62,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0112.jpg,20000000,FR,287,880,,243 to ? W/Kg
Ferrari,330 P4 '67,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0124.jpg,20000000,MR,435,792,522,409 to 644 W/Kg
Ferrari,365 GTB4 '71,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0114.jpg,550000,FR,336,1200,431,209 to ? W/Kg
Ferrari,430 Scuderia '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0121.jpg,302500,MR,488,1350,470,270 to 483 W/Kg
Ferrari,458 Italia '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0122.jpg,283000,MR,546,1485,540,274 to 462 W/Kg
Ferrari,512 BB '76,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0113.jpg,102500,MR,343,1400,451,183 to 409 W/Kg
Ferrari,599 '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0120.jpg,320300,FR,595,1580,608,281 to ? W/Kg
Ferrari,California '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0116.jpg,236000,FR,440,1630,,201 to ? W/Kg
Ferrari,Dino 246 GT '71,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0110.jpg,90000,MR,185,1080,225,128 to 263 W/Kg
Ferrari,Enzo Ferrari '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0123.jpg,1000000,MR,639,1255,657,380 to 675 W/Kg
Ferrari,F40 '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0117.jpg,450000,MR,457,1352,576,252 to 504 W/Kg
Ferrari,F430 '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0118.jpg,243200,MR,480,1450,465,247 to ? W/Kg
Ferrari,FXX '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0125.jpg,2000000,MR,765,1155,686,494 to 798 W/Kg
Ferrari,GTO '84,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0115.jpg,1250000,MR,382,1160,500,246 to ? W/Kg
Ferrari,SP1 '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0119.jpg,1500000,MR,480,1450,,247 to ? W/Kg
Fiat,500 1.2 8V Lounge SS '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0131.jpg,23300,FF,68,1010,102,50 to 231 W/Kg
Fiat,500 F '65,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0128.jpg,20770,RR,18,520,35,25 to ? W/Kg
Fiat,500 F '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0129.jpg,20770,RR,18,520,30,25 to ? W/Kg
Fiat,500 L '69,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0127.jpg,18580,RR,18,530,30,25 to ? W/Kg
Fiat,500 R '72,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0126.jpg,15700,RR,18,595,39,22 to ? W/Kg
Fiat,Barchetta Giovane Due '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0133.jpg,24060,FF,128,1090,164,88 to ? W/Kg
Fiat,Coupe Turbo Plus '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0134.jpg,48110,FF,220,1310,310,125 to ? W/Kg
Fiat,Panda Super i.e. '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0130.jpg,14600,FF,44,730,74,45 to 252 W/Kg
Fiat,Punto HGT Abarth '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0132.jpg,30030,FF,129,1100,164,87 to ? W/Kg
Fisker,Karma EcoSport '12,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1074.jpg,138000,RR,386,2404,1300,120 to 166 W/Kg
Ford,2000 Ford Falcon XR8,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0343.jpg,1150000,FR,599,1350,623,331 to 446 W/Kg
Ford,2010 AJ Allmendinger #43 Best Buy FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1225.jpg,500000,FR,,,,? to ? W/Kg
Ford,2010 Carl Edwards #99 Aflac FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1226.jpg,500000,FR,,,,? to ? W/Kg
Ford,2011 AJ Allmendinger #43 Best Buy FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1214.jpg,500000,FR,,,,? to ? W/Kg
Ford,2011 Carl Edwards #99 Aflac FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1215.jpg,500000,FR,,,,? to ? W/Kg
Ford,2013 Aric Almirola #43 Farmland FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1100.jpg,500000,FR,824,1565,,393 to ? W/Kg
Ford,2013 Carl Edwards #99 Fastenal FORD FUSION,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1101.jpg,500000,FR,824,1565,,393 to ? W/Kg
Ford,Escort Rally Car '98,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1086.jpg,200000,4WD,300,1230,490,182 to ? W/Kg
Ford,Focus RS '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1081.jpg,41410,FF,212,,309,? to ? W/Kg
Ford,Focus RS WRC 07 '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1089.jpg,850000,4WD,301,1230,550,182 to ? W/Kg
Ford,Focus Rally Car '99,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1088.jpg,250000,4WD,300,1230,546,182 to ? W/Kg
Ford,Focus ST '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1078.jpg,32000,FF,222,1430,319,115 to ? W/Kg
Ford,Focus ST '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1079.jpg,24500,FF,252,1462,336,129 to ? W/Kg
Ford,Focus ST 15th Anniversary Edition '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1168.jpg,24500,FF,271,1350,,150 to ? W/Kg
Ford,Focus ST170 '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1076.jpg,32750,FF,171,1240,195,102 to ? W/Kg
Ford,GT '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1097.jpg,149880,MR,550,1451,677,283 to 590 W/Kg
Ford,GT '06,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1096.jpg,149880,MR,533,1451,677,274 to 590 W/Kg
Ford,GT Concept '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1093.jpg,1000000,MR,500,,677,? to ? W/Kg
Ford,GT LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1099.jpg,1600000,MR,588,1140,,384 to ? W/Kg
Ford,GT LM Race Car Spec II,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1102.jpg,1600000,MR,588,1130,,388 to 619 W/Kg
Ford,GT40 Mark I '66,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1091.jpg,2800000,MR,344,1080,456,238 to ? W/Kg
Ford,GT40 Mark I 15th Anniversary Edition '66,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1166.jpg,3200000,MR,375,1080,,258 to 636 W/Kg
Ford,GT40 Race Car '69,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1095.jpg,20000000,MR,493,998,588,369 to ? W/Kg
Ford,Ka '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1075.jpg,12920,FF,59,965,105,46 to 219 W/Kg
Ford,Mark IV Race Car '67,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1098.jpg,20000000,MR,489,1000,637,365 to ? W/Kg
Ford,Mustang Boss 302 '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1090.jpg,45000,FR,444,1647,515,201 to 484 W/Kg
Ford,Mustang GT '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1084.jpg,25950,FR,296,1568,433,141 to ? W/Kg
Ford,Mustang Mach 1 '71,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1085.jpg,50000,FR,300,1615,,139 to ? W/Kg
Ford,Mustang SVT Cobra R '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1087.jpg,57300,FR,385,1628,521,176 to ? W/Kg
Ford,Mustang Shelby GT500 15th Anniversary Edition '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1167.jpg,60000,FR,690,1670,,308 to 568 W/Kg
Ford,Mustang V8 GT Coupe Premium '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1083.jpg,48500,FR,300,1630,433,137 to 448 W/Kg
Ford,RS200 '84,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1080.jpg,160000,4WD,246,1180,291,156 to 331 W/Kg
Ford,RS200 Rally Car '85,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1092.jpg,1450000,4WD,420,,,? to ? W/Kg
Ford,SVT F-150 Lightning '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1082.jpg,35050,FR,380,2132,610,133 to ? W/Kg
Ford,Shelby GT500 '13,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1094.jpg,55000,FR,662,1733,855,285 to 546 W/Kg
Ford,Taurus SHO '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1077.jpg,27510,FF,235,1509,312,116 to ? W/Kg
Gillet,Vertigo Race Car '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0135.jpg,1450000,FR,897,780,764,858 to ? W/Kg
Gran Turismo,Ford GT LM Spec II Test Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0351.jpg,1800000,MR,573,1165,,367 to ? W/Kg
Gran Turismo,Formula Gran Turismo,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0352.jpg,2000000,MR,864,550,,1171 to ? W/Kg
Gran Turismo,Performance GRAN TURISMO 350Z RS,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0347.jpg,70000,FR,365,1450,,188 to ? W/Kg
Gran Turismo,Racing Kart 100,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0346.jpg,6500,MR,22,80,,200 to ? W/Kg
Gran Turismo,Racing Kart 100 SPL.,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0345.jpg,6500,MR,22,80,,200 to 200 W/Kg
Gran Turismo,Racing Kart 125,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0349.jpg,8000,MR,29,80,,263 to 275 W/Kg
Gran Turismo,Racing Kart 125 SPL.,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0348.jpg,8000,MR,29,80,,263 to 275 W/Kg
Gran Turismo,Racing Kart 125 Shifter,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0350.jpg,10000,MR,47,80,,438 to 463 W/Kg
Gran Turismo,Racing Kart Junior,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0344.jpg,5000,MR,12,80,,113 to 100 W/Kg
Gran Turismo,Red Bull Racing Kart 125,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1234.jpg,10000,MR,30,80,,275 to 275 W/Kg
Gran Turismo,Red Bull X2010,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0355.jpg,6000000,MR,,,,? to ? W/Kg
Gran Turismo,Red Bull X2010 Prototype,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0353.jpg,6000000,MR,,,,? to ? W/Kg
Gran Turismo,Red Bull X2010 S.Vettel,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0354.jpg,6000000,MR,1437,545,,1967 to ? W/Kg
Gran Turismo,Red Bull X2011 Prototype,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0356.jpg,6000000,MR,1509,545,,2066 to ? W/Kg
Gran Turismo,Red Bull X2014 Fan Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1239.jpg,6000000,MR,1193,545,587,1633 to ? W/Kg
Gran Turismo,Red Bull X2014 Junior,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1233.jpg,200000,MR,246,550,,335 to 351 W/Kg
Gran Turismo,Red Bull X2014 Standard,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1238.jpg,3000000,MR,799,560,380,1064 to ? W/Kg
Grand Touring Garage,1970 Ford Mustang Trans-Cammer,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_1103.jpg,725000,FR,599,1721,711,260 to 420 W/Kg
HKS,CT230R '08,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0358.jpg,260000,4WD,572,1068,676,400 to ? W/Kg
HKS,GENKI HYPER SILVIA RS2 '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0357.jpg,200000,FR,454,1130,549,299 to ? W/Kg
HPA Motorsports,FT565 twin turbo Audi TT,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_1106.jpg,640000,4WD,548,1338,677,306 to ? W/Kg
HPA Motorsports,Stage II R32,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_1105.jpg,260000,4WD,552,1485,826,277 to ? W/Kg
High End Performance,G37,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_1104.jpg,200000,FR,465,1450,,239 to 543 W/Kg
Holden,Commodore SS '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0360.jpg,40430,FR,328,1658,465,148 to ? W/Kg
Holden,Monaro CV8 '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0359.jpg,47960,FR,328,1658,465,148 to ? W/Kg
Hommell,Berlinette R/S Coupe '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0136.jpg,47360,MR,165,950,196,129 to ? W/Kg
Honda,1300 Coupe 9 S '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0377.jpg,12800,FF,108,900,113,90 to ? W/Kg
Honda,ACCORD Coupe '88,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0378.jpg,26000,FF,118,1220,166,72 to ? W/Kg
Honda,ACCORD Coupe EX '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0411.jpg,27480,FF,240,1481,287,121 to ? W/Kg
Honda,ACCORD Euro-R '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0402.jpg,25330,FF,217,1330,221,122 to ? W/Kg
Honda,ACCORD Euro-R '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0395.jpg,25300,FF,217,1390,206,117 to ? W/Kg
Honda,ARTA NSX '00,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0455.jpg,750000,MR,473,1150,392,307 to ? W/Kg
Honda,ARTA NSX '06,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0462.jpg,950000,MR,493,1100,588,335 to ? W/Kg
Honda,BALLADE SPORTS CR-X 1.5i '83,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0383.jpg,12700,FF,108,815,135,99 to ? W/Kg
Honda,BEAT '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0368.jpg,13800,MR,63,760,60,62 to ? W/Kg
Honda,BEAT Version F '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0367.jpg,13880,MR,63,760,60,62 to ? W/Kg
Honda,BEAT Version Z '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0369.jpg,14500,MR,63,760,60,62 to ? W/Kg
Honda,CITY Turbo II '83,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0388.jpg,12380,FF,108,735,160,110 to ? W/Kg
Honda,CIVIC 1500 3door 25¡ '83,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0380.jpg,11890,FF,99,815,129,91 to ? W/Kg
Honda,CIVIC 1500 3door CX '79,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0376.jpg,9570,FF,84,780,121,81 to ? W/Kg
Honda,CIVIC SiR-ll (EG) '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0386.jpg,16200,FF,168,1040,157,120 to ? W/Kg
Honda,CIVIC SiR-ll (EG) '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0387.jpg,16200,FF,168,1040,157,120 to ? W/Kg
Honda,CIVIC SiR-ll (EG) '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0389.jpg,16380,FF,168,1040,157,120 to ? W/Kg
Honda,CIVIC SiR-ll (EG) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0391.jpg,16980,FF,168,1040,157,120 to ? W/Kg
Honda,CIVIC TYPE R '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0408.jpg,28350,FF,222,1270,215,130 to ? W/Kg
Honda,CIVIC TYPE R (EK) '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0392.jpg,19980,FF,182,1050,160,130 to ? W/Kg
Honda,CIVIC TYPE R (EK) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0393.jpg,19980,FF,182,1050,160,130 to ? W/Kg
Honda,CIVIC TYPE R (EK) Touring Car '97,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0442.jpg,110000,FF,240,845,,212 to 327 W/Kg
